Author,Comment,Likes,Published_At,Replies
@Milena-u9d,EARLY OMG THE DUO IS ACTUALLY CRAZY AND THE HUG??!!THIS IS AMAZING OMG THEY ATE❤🎉,0,2025-03-24T14:53:41Z,0
@lixieyongbokie,The visuals are killing me...🔥and like the way they held hands omgg!😭💗 Red Light 2.0 soo fireee!!🔥🔥🖤,58,2025-03-24T14:53:40Z,0
@parnikadastbaz,That’s soooo fucking good I love you all 😭🤌🏼✨✨✨<br>I hope can came to you are concert,0,2025-03-24T14:53:40Z,0
@Soff_vp,OHH MY GOOD THEY IS PERFECT 😍🖤‼️,0,2025-03-24T14:53:37Z,0
@erv87,IM GONNA CRY THATS DEFINITION OF PERFECTION RESPECT  🫡😭,0,2025-03-24T14:53:36Z,0
@Juliette_._Lima,THE HIGH NOTE<br>😭😭😭😭😭😭😭😭😭,0,2025-03-24T14:53:35Z,0
@Chaellyyyy,BRO THATS LITERALLY SO GOOD THE WAY THEY HOLD HANDS AND HUGGED!😭😭,0,2025-03-24T14:53:34Z,0
@YourOnlyMoonlight,Did anyone notice that short part from red lights where there was and arm with the chains wrapping around it??😭😭,0,2025-03-24T14:53:34Z,0
@gabss2323,Omg this is so gay 😻,0,2025-03-24T14:53:32Z,0
@a.charushri39,This is such a nice epilogue to red lights and the subtle foreshadowing to red lights mv is so crazy!! So good!! They r both together till the end even if they r both toxic to each other but they can&#39;t be without one another and their relationship evolved to your with me even if u die to ur free to go but ull always come back on your own!! It&#39;s so beautiful the whole mv sends chills down my spine......... I luv this so much ❤❤❤. The mv was perfect in everyway and also we got hyunjin&#39;s iconic buzz cut in an mv❤❤❤,0,2025-03-24T14:53:31Z,0
@HJGubhj,Wow! Amazing 🔥🖤,0,2025-03-24T14:53:26Z,0
@sovokbezvenika,THIS IS TOO BEAUTIFUL,0,2025-03-24T14:53:25Z,0
@kawaiikittylee,OMG what an amazing MV~ I am IN LOVE with these werewolf / post apocalyptic / enemies to lovers / we broke out of prison vibes 😍😍😍,0,2025-03-24T14:53:24Z,0
@drawfantazy,Our incredible talented boys made such a unique chemistry.<br><br>Love you so much 😭❤️‍🔥,0,2025-03-24T14:53:21Z,0
@Nawmikay,"OMG, the acting of these two is so crazy, so cool, I really, really like it 🔥♥️♥️",0,2025-03-24T14:53:21Z,0
@파인애플차니,"Bang Chan&#39;s vocals are so heavenly, his high notes and falsetto are very impressive! Chan has one of the best vocal tones ever, his vocal range is amazing! He&#39;s such an insanely talented vocalist!<br><br>Bang Chan&#39;s acting is simply perfect! Chan is known for his outstanding acting skills, the way he delivers all the emotions using his body language and facial expressions... his talent is unmatched, and he just keeps getting better at acting! He should be an actor and debut in Hollywood!<br><br>Bang Chan&#39;s visuals are ethereal, he is the most gorgeous person I have ever seen! In this MV, his style reminds me of an anime character, he has so much charisma... he is sooo beautiful that I can&#39;t stop looking at him!<br><br>Oh, I really love his mullet hairstyle (around minutes <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=161"">2:41</a>-<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=180"">3:00</a>), he looks way too good! 🥰<br><br>I really like everything about Bang Chan, he is so perfect... He is the best in the world! I want to share my love for him with everyone ❤️<br><br>차니야 따랑행~~ 🥹🫶",2,2025-03-24T14:53:18Z,0
@Hannahfunny990,Before an hour!,0,2025-03-24T14:53:17Z,0
@Staryyoon,they ate,0,2025-03-24T14:53:15Z,0
@chanssofine,EARLYY😊 LOVE U CHANN AND JINNIE,0,2025-03-24T14:53:09Z,0
@Fedosiaa_,OH MY GOD? EXCUSE ME? I LOVE THEM BOTH😭😭🫶🏽🫶🏽,1,2025-03-24T14:53:06Z,0
@yukiira-o1d,IM SO EXCITEDD WOAHHHG,0,2025-03-24T14:53:00Z,0
@Pepe_de,I love this shi so hard,0,2025-03-24T14:53:00Z,0
@Grace-STAY4vr,LOVE THIS SO MUCH❤❤❤❤❤❤❤,1,2025-03-24T14:53:00Z,0
@LaspotaxiesInhumanas,I realize that there are chains when they push in the ground is like red light 2 😭😭,0,2025-03-24T14:52:54Z,0
@Nakshathra.K.B,This is fireeeeee ❤️‍🔥keep up the work guys (by an indian stay,1,2025-03-24T14:52:53Z,0
@Ash_Shinobueditz,The start was fire 🔥 the MV WAS FIRE 🔥 ❤ AND THE VOCALS AND THE MUSIC!!,0,2025-03-24T14:52:52Z,0
@seungminsjuicecarton,I Could’ve been first but my ahh was at the hospital😔💔,0,2025-03-24T14:52:49Z,0
@crazypuck5762,"It&#39;s beautiful but It gave me the hardest teen wolf flashback when they&#39;re holding hands in front of the lights, I swear I almost cryed",0,2025-03-24T14:52:41Z,0
@SL4YK1DSkz,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=171"">2:51</a> Felix saw Hyunjin holding his hand and came in da car 💀😂",0,2025-03-24T14:52:37Z,0
@cyn.for.straykids,OMG! This was a masterpiece!  Incredible!  It literally slayed!!!!,1,2025-03-24T14:52:35Z,0
@SHGogo-df5jr,Someone said &quot;they&#39;re werewolves&quot; &amp; yeah... I see it,1,2025-03-24T14:52:35Z,0
@sgmvzwx,I love this so much I screamed like 100 times,0,2025-03-24T14:52:33Z,0
@vanesrak,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=60"">1:00</a> Red Lights chains🔥🔥",1,2025-03-24T14:52:30Z,0
@hastip6579,"I can&#39;t breath since <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA"">0:00</a> till <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=192"">3:12</a> bro what do you mean?<br>I have to talk with this tow",0,2025-03-24T14:52:29Z,0
@吳33-e8i,love them ❤,0,2025-03-24T14:52:27Z,0
@rozhstay,I wasn’t ready!!,0,2025-03-24T14:52:25Z,0
@Jelena-q6s,Why is here scene of red lights,0,2025-03-24T14:52:24Z,0
@TheMichelleliou,"Hyunjin is just amazing! His vocal, his acting and his expressions are insane! 🔥🔥🔥",15,2025-03-24T14:52:23Z,0
@luvleymartina,"the tension, the details, the voices, the videoclip… it’s all awesome!!",0,2025-03-24T14:52:23Z,0
@saimaakter173,The chemistry is chemistreing😭😭😭😭,0,2025-03-24T14:52:20Z,0
@nino_548_,The perfect music ✨✨✨,1,2025-03-24T14:52:19Z,0
@anabelvargas2401,"I love it, thank you so much Hyunjin and Bang for your great work, really amazing. I love you guys stay safe",0,2025-03-24T14:52:18Z,0
@nilouiabi,i can&#39;t tell how much i love this mv .. its great in every way .. woah,0,2025-03-24T14:52:13Z,0
@loveblue1515,"Waaaaooowww love it, the mv sooooo good and complement the song, make it more alive. Love",0,2025-03-24T14:52:12Z,0
@myhuyen1123,I can not breath ❤️❤️❤️ Hyunjin and Bangchan is the best combination,0,2025-03-24T14:52:12Z,0
@sohchan23,"The vocals, the acting and the lore of the MV??? OMG ABSOLUTE CINEMA!! Love it every detail!!!",0,2025-03-24T14:52:11Z,0
@nathaliajohnson,So this mv is absolutely brilliant but 3/4 is my favorite so far 🔥,0,2025-03-24T14:52:09Z,0
@asmaahassan6105,They are literally the best duo ❤keep going stray kids dont give up ^^,0,2025-03-24T14:52:08Z,0
@K0rz04,THE AMOUNT OF EMOTIONS??? HELLOO?? THIS IS ICONIC!!,0,2025-03-24T14:52:08Z,0
@greenland-d2s,As a psychology student i like the amount of Symbolism i intuitively understand here ❤ what a masterpiece ❤ my Artist Hyunjin,0,2025-03-24T14:52:07Z,0
@StefanieVanderwesthuizen,They way they hugged was so sweet.❤😊🥹❤️‍🔥,0,2025-03-24T14:52:04Z,0
@berfqw,50 minutes ago stays we need to make this song famous let&#39;s go ahead of bts as a STAY herd,0,2025-03-24T14:52:04Z,0
@Radiost,"My new addiction, I live here now",0,2025-03-24T14:52:03Z,0
@karla7015,anyone else recognise the scene from red lights,0,2025-03-24T14:52:03Z,0
@niya-p7r,i can’t say anything <br>just they ate,0,2025-03-24T14:51:59Z,0
@DarshiniRaval-t1c,They even put a clip from red lights mv that proves this is red lights 2.0😭❤️😫🔥,1,2025-03-24T14:51:58Z,1
@caritae4821,YO!!! I suggest watching this on the biggest screen possible!!! My first watch was on a 60 inch screen and I’m not sorry! I could barely breathe! PLEASE do not settle for your phone on this one! It’s truly cinematic! Go with a bigger screen!❤💫🔥,0,2025-03-24T14:51:55Z,0
@MalyshiaCox,I like the way they hug it showed loved and the way they had look at each other.,0,2025-03-24T14:51:55Z,0
@SpearbTeAmo,I was flabbergasted by the freak.,0,2025-03-24T14:51:53Z,0
@Asalwq-c3,perfect from the get-go ❤😻😍,0,2025-03-24T14:51:49Z,0
@How_you.like-that,It&#39;s like Red Lights and Railway in one.,0,2025-03-24T14:51:49Z,0
@hiso13,"A masterpiece, I loved the song very much. I loved their voices very much.",0,2025-03-24T14:51:49Z,0
@caroquin12,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=155"">2:35</a> Hyunjin is a ferret… a ferret! I can’t… bye 😭",0,2025-03-24T14:51:48Z,0
@alicepark8553,Omg . That cool and hot,0,2025-03-24T14:51:47Z,0
@IsmaWati-p5c,OMG they hugged 😳,0,2025-03-24T14:51:44Z,0
@FanTa3826,I want to frame this mv on the walls.,0,2025-03-24T14:51:43Z,0
@mxritw,but this song is soo good hyunchan did it again🙂‍↕️🙂‍↕️,0,2025-03-24T14:51:42Z,0
@jungkookscookie9387,i think they might just be dating,0,2025-03-24T14:51:37Z,0
@Lilia-ny3fb,Its has some loop from red light and its killing meeeee❤❤❤❤❤,3,2025-03-24T14:51:36Z,0
@niya-p7r,this mv omg was the real fire.,0,2025-03-24T14:51:33Z,0
@katiamoura999,"Coooollll, very good😊😊",0,2025-03-24T14:51:29Z,0
@green_eggsn_sam27,"welp, this will be my new obsession for at least the next 6 months",0,2025-03-24T14:51:29Z,0
@katrinalesage4544,The voice,0,2025-03-24T14:51:27Z,0
@StefanieVanderwesthuizen,I have no regrets watching these to like this is a masterpiece they never fail to make good songs they&#39;re tension is so good❤💗😘🥰😎💫,0,2025-03-24T14:51:27Z,0
@jungkookscookie9387,is this yaoi,0,2025-03-24T14:51:26Z,0
@malakkmounir,"Once it was released, I couldn&#39;t hold my breath—I was literally freaking out! At  <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=60"">1:00</a> minutes in, I can&#39;t even describe how amazing this is; it truly is &quot;Red Lights 02.&quot; <br>The acting is spot on, Hyunjin&#39;s vocals are top-notch, and Chan is incredible. They really outdid themselves with this one! OMG!<br>Hyunjin reminds me so much of the Joker—his presence, his laugh, and his buzz cut all fit perfectly. <br>I thought they were running away from each other, but they&#39;re actually running toward each other. This is fire!<br><br>Mixtape Album i cant decide which song/mv i like better",1,2025-03-24T14:51:21Z,0
@monstayy_hyun,"This song was crazy, and the interaction between Bang Chan and Hyunjin was truly iconic!",8,2025-03-24T14:51:20Z,0
@kpop_lover678,ESTA INCREIBLEEE,0,2025-03-24T14:51:18Z,0
@tuliahmmed5625,"RED LIGHT DUO AGAIN ☠️💀. STILL SLAYED HARD! THE MUSIC DROPPED AT <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=60"">1:00</a> SO HARD!!!!!! RLY SO GOOD . THIS DUO IS EVERYTHING! THEY KNOW OUR TASTE VERY WELL ;)",0,2025-03-24T14:51:17Z,0
@simp4skz-han,WHAT IN THE MASTERPIECE DID I JUST WATCH???!!! YALL IM SCREAMINGGGGGGG. STRAYKIDS EVERYWHERE ALL AROUND THE WORLD!!!,0,2025-03-24T14:51:16Z,0
@adelweiiis,Yasssssh!!!,0,2025-03-24T14:51:09Z,0
@giggleloop13,I was legitimately breathless by the end of this. I&#39;m just stunned. Outstanding. 😮,0,2025-03-24T14:51:09Z,0
@miaocana4997,LOVE IT!!! Red Lights 2.0 🔥🔥🔥,0,2025-03-24T14:51:08Z,0
@YangTian-b2n,Our ICONIC Duo are back with a Masterpiece 👏😌❤‍🔥❤‍🔥,0,2025-03-24T14:51:08Z,0
@mayajones3505,My favorite duo who drops nothing but bangers 🔥🔥,0,2025-03-24T14:51:06Z,0
@FanTa3826,"Mr. Christopher &quot;I didn&#39;t write the lyrics&quot; Bahng, I need an explanation.",0,2025-03-24T14:51:06Z,0
@StayRacha_7857,the way they hugged??!! the way they held their hands!?!?!? the tension!!??? OMG,3,2025-03-24T14:51:04Z,0
@AnaBanana011,This is brilliant,1,2025-03-24T14:51:04Z,0
@hennypratiwi5138,The tense was so intense!!!,0,2025-03-24T14:51:01Z,0
@nurulaisha5164,Don&#39;t ask my current condition. Bruhhh it&#39;s so good 😭🔥,0,2025-03-24T14:51:01Z,0
@kelmeister,am i meant to be crying by the end? because i&#39;m crying,0,2025-03-24T14:50:59Z,0
@RhemaBreak,Ahhhhhhhh❤❤❤❤❤ I’m obsessed with this song,0,2025-03-24T14:50:57Z,0
@КсенияМ-з6ы,I love it so much♥️♥️♥️♥️♥️,0,2025-03-24T14:50:53Z,0
@Ukie866,"They look so goodddddddddddd , OMFG ❤❤❤❤❤and the song is 🔥🔥🔥🔥",0,2025-03-24T14:50:52Z,0
@Skzreplay0325,I need therapy after this,0,2025-03-24T14:50:49Z,0
@lana_loly13,"Wattpad authors, take some seeds for your next fanfiction 😎😎 <br>The MV is so well done 👌 👏 😌 <br>I love Chan and Hyunjin vocals 😳😳<br><a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=40"">0:40</a>",2,2025-03-24T14:50:49Z,0
@gianellasantillan1173,ATEEE MIS REYESSS,0,2025-03-24T14:50:48Z,0
@niya-p7r,omg what was that…<br>i’m in shock.,0,2025-03-24T14:50:46Z,0
@hyunanns,Im literally speechless this is something so just wow...i can&#39;t even explain it&#39;s amazing!,0,2025-03-24T14:50:45Z,0
@Chleodm,I missed it by 50 minutes it better then 14 hours,0,2025-03-24T14:50:42Z,0
@changsunie,GURLL IN THIS MV  HYUNJIN GIVES A PSYCHOPATH VIBEE  AND I FELL IN LOVE WITH HIM AGAIN OMGG I NEED HELPP THEY LOOKS SO GOOD TOGETHERR,0,2025-03-24T14:50:41Z,0
@reginabarajas8884,"My anxiety: &quot;well, but did they escape or not?!?!&quot;",0,2025-03-24T14:50:41Z,0
@prodN,Hyunjin suits this hairstyle. It&#39;d be nice if idols had more diverse haircuts and not just the typical mushroom/wolf fringe,0,2025-03-24T14:50:41Z,0
@Adelia-z6i,my shche vid red lights ne vidiyshly,0,2025-03-24T14:50:41Z,0
@GenX-Fossil,I don&#39;t have enough air in my lungs to scram my love for this MV. Bang Chan and Hyunjin&#39;s acting? Novvkim&#39;s directing? THE SONG ITSELF?!,0,2025-03-24T14:50:39Z,0
@zahrarahmani-g7x,thank you for red light2😭😭😭🔥🔥🔥,0,2025-03-24T14:50:37Z,0
@zedoodez-mt8qe,Red lights 2.0 👀,0,2025-03-24T14:50:37Z,0
@JyLlimia,"This song is a big surprise for me, I expected something badass but instead I got something so beautiful and deep, they showing such raw emotions breaks my heart💔.. the way they wanted to break free from the chains and hugged each other is soo Sad it made me cry OMG.. <br><a href=""http://www.youtube.com/results?search_query=%23be"">#Be</a> appreciative, STAY, each of the boys were putting their souls in this album, all of them.",0,2025-03-24T14:50:36Z,0
@warisasithsakonkul4805,The vibe of the mv really reminds me of the Railway mv,0,2025-03-24T14:50:35Z,0
@hastip6579,The best skz mv I ever watched,0,2025-03-24T14:50:34Z,0
@captaintriceratops3943,"This is mind-blowing!!!! The song, the acting, the tension! Wow I&#39;m speechless",0,2025-03-24T14:50:34Z,0
@mxritw,arw they tigether like dating,0,2025-03-24T14:50:32Z,0
@2010sandola,This song touched me more than I thought it would. I can clearly see the parts that Hyunjin and Bang Chan built. And it turned out amazing :)),0,2025-03-24T14:50:32Z,0
@Love_367-elsa,Bang Chan and Hyunjin sang  <br>so good! I can’t believe how good their chemistry is and how good unique they are,21,2025-03-24T14:50:31Z,0
@haruharu559,"there&#39;s a lot of things in my head now but I don&#39;t know what to say,, I can read the whole storyline from just 3 minutes of mv and it&#39;s so interesting",0,2025-03-24T14:50:29Z,0
@SL4YK1DSkz,"Bangchan and Hyunjin looks said freaking hot!!!!<br>I remember &quot;ThEre&#39;S A PriCe Of PiNaPpLe In My BurGaH&quot;<br> &quot;tCh, HaiRBand&quot;",0,2025-03-24T14:50:29Z,0
@leecoral22,"When you see bangchan and hyunjin, you must know that they goona through a banger",1,2025-03-24T14:50:26Z,0
@BROWN1E_STAY,Red lights long time no see😢🫡❤️‍🔥,1,2025-03-24T14:50:25Z,0
@slkvick,ISSO AQUI TA SIMPLESMENTE INCRÍVEL,0,2025-03-24T14:50:23Z,0
@Elenalopez08,"Excellent images, spectacular shots. A few red lights, also from the Railway. I don&#39;t understand what it is that makes me feel in my chest that I cry when I hear it. A mix of anxiety and attachment, it&#39;s weird. Congratulations, always giving your all. You never cease to amaze. and as always...the endings are open for the continuity of the next one?<br> Bangchan, I love you. Don&#39;t stop shining.",0,2025-03-24T14:50:21Z,0
@jiasulemaniivb142,This MV is so good and I love the way they hugged at the end and held hands.  They tried rlly hard guys let&#39;s give them what they deserveeee <br>Thank u so much Chan and hyunjin for  a masterpiece,2,2025-03-24T14:50:20Z,0
@CavidanHayatimOlmuss,Stray kids I really love you so much by the way hyunjin your hair is so beautiful my sweet kiwi 😽😻😻😻😻😻😻😻😻😻😻,0,2025-03-24T14:50:19Z,0
@glmniannn.568,Why are they uploading videos with 2 members in it?,0,2025-03-24T14:50:19Z,1
@tatianagianninoni97,"CHILLS 😱🔥👏🏻 speechless, but I love it!💯",0,2025-03-24T14:50:19Z,0
@stinekira,This lowkey feels like Red Lights Part Two,0,2025-03-24T14:50:17Z,0
@DapoerJeger,Oh my God 😱😱😱 is so amazing...,0,2025-03-24T14:50:14Z,0
@Jasminejadelilacreads,Is it me or is it hot rn? Good lord.,0,2025-03-24T14:50:14Z,0
@Thaisarredondo,"At <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=61"">1:01</a> you can see the Red Lights chains, it&#39;s like the &quot;second part&quot; of that MV. <br>I LOVED THIS MV!!💗",0,2025-03-24T14:50:14Z,0
@marv-hwang,This is the best❤❤,0,2025-03-24T14:50:10Z,0
@FanTa3826,"After watching the trailer, I expected the mv to be somewhat like this but still I feel like being thrown off the cliff",0,2025-03-24T14:50:10Z,0
@kimvimi,"it&#39;s so beautiful, as if I watched a movie about crazy love 😮",0,2025-03-24T14:50:10Z,0
@maryamrahimy5742,They are werewolves????🔥😍,0,2025-03-24T14:50:07Z,0
@CamNils,My heart felt like bursting! This is more than a silly fanfic story. This is deep real life struggles portrayed so beautifully. No matter what your &quot;chain&quot; is there will be someone who (also has their chains) to help you navigate through life. You are never alone.,0,2025-03-24T14:50:05Z,0
@saranghae_loveyou,The tension omgggg?? The hug??? I felt they would&#39;ve kissed at the end 😭🫡<br>Amazinggggg 🔥🫶🏻,1,2025-03-24T14:50:02Z,0
@FofoooSTAAA327,The hug and the hand shake were soooo powerful omgg !,1,2025-03-24T14:50:01Z,0
@Sosolvitoria,"The idea was definitely chan&#39;s, Hyun just accepted 🤣🤣",0,2025-03-24T14:50:00Z,0
@maixv,oh my god this is so good... the chemistry between hyune and chan here is INSANE,1,2025-03-24T14:49:56Z,0
@ayse-wd3rw,Oh my shayla ı cannot breathe,0,2025-03-24T14:49:55Z,0
@AlbertDura-n9x,THE HUG WAS SOO CUTEEEE AWWWWWW😊,1,2025-03-24T14:49:52Z,0
@Sawiewsg,"Im obsessed with hyunjin&#39;s voice at <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=145"">2:25</a> 😭😭",2,2025-03-24T14:49:52Z,0
@RseD-u9u,🔹Han finally got Felix <br>🔹Changbin finally got IN<br>🔹Seungmin and Lee know finally got back together after SKZ family holiday <br>🔹Hyunjin and Bangchan finally reunion after Red Light 🚨,4,2025-03-24T14:49:51Z,1
@JuliaBrush,"Did anyone see the scene from red lights at <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=60"">1:00</a>?",1,2025-03-24T14:49:50Z,1
@ateezbtsnctstraykids,Well see yall in 9 months 🤰🏻,0,2025-03-24T14:49:49Z,0
@dalkharraz3284,ESCAPE FROM REALITY COME WITH ME TO THE CONCERT ❤😍,0,2025-03-24T14:49:49Z,0
@sabakh10,Another masterpiece🔥🔥,1,2025-03-24T14:49:48Z,0
@ARMY-STAY-VIPS,"Chan&#39;s vocals were so smooth and emotional, and Hyunjin&#39;s rap? Pure fire. Their chemistry, visuals, and energy made the song feel like a cinematic masterpiece. Kings never disappoint!",5,2025-03-24T14:49:47Z,0
@user-jf9ik7oc1f,CRIMINAL JAIL TIME WHAT,0,2025-03-24T14:49:46Z,0
@hastip6579,OMG I can&#39;t say anything that was so....,0,2025-03-24T14:49:45Z,0
@quokkavely,"I wasn&#39;t lying when I said this is my favourite song from the mixtape and EVEN MY FAVOURITE MUSIC VIDEO NOW!? like this is so cinematic, hot, and amazing! I absolutely love the concept on these both and ofcourse, HYUNCHAN SUB-UNIT ON TOP!! NOTHING BEATS THEIR CHEMISTRY TOGETHER! Thanks for giving us one more song together Hyunjin and Chan",1,2025-03-24T14:49:44Z,0
@ayba9177,"Channie, Hyunjinnie!!! We need to know what this story is!! It&#39;s so beautiful! I could feel the emotion, the tension, the fear! But WHY?! Two wolves fighting to be free! 😭😭😭<br>The song is like a dark lullaby, the guitar and their voices- !!! Channie showed off his range in this, are you kidding me and Hyunjin&#39;s gorgeous singing voice almost gave me chills! Can&#39;t wait to see what big-brain Stay make of this!! 🔥🔥❤❤",1,2025-03-24T14:49:42Z,0
@janessaanderson9374,That was  awesome,0,2025-03-24T14:49:40Z,0
@nikol6183,"Oh, video is very exciting! The song itself is gorgeous, but together with the video makes you think). I, as a true Stay, now I will break my head over the meaning of the song))).What did they think again, our favorite kids?! )))",0,2025-03-24T14:49:40Z,0
@mowwye_0,it’s been 48 minutes where i live and we got red lights 2.0!!,0,2025-03-24T14:49:37Z,0
@grec.,Chan and Hyunjin together ! Always awesome !,0,2025-03-24T14:49:37Z,0
@BaboHyunjin,This is so😩,0,2025-03-24T14:49:36Z,0
@wordseater,"Basically, Thelma &amp; Louise SKZ version.  I love it.",1,2025-03-24T14:49:35Z,0
@Som-g8w,i am late even though i did not go to school god help but song is fire 😶😶😶😶🙏🙏🙏🙏🙏🙏😂😂👏👏,0,2025-03-24T14:49:34Z,0
@SaraIzquierdoDionisio,"Oh my God, you guys made a really good video, really. You guys always show off your talent and give it your all in all your videos and all your songs. You really have incredible talent, keep it up...And they will achieve many more things❤🎉",1,2025-03-24T14:49:34Z,0
@azureshade2958,Holy crow!!!! Not the way I thought that video was going to go. So. Freakin. Cool!,1,2025-03-24T14:49:29Z,0
@lilia.lin6,It is masterpiece,1,2025-03-24T14:49:28Z,0
@innieandpeaches,AWW THEY ARE SO CUTE BRO<br>I NEED A HUG LIKE THAT,0,2025-03-24T14:49:27Z,0
@viktoria991,"I cried at the end...😢😢 It’s a story of REAL LOVE!!! Once, they ran alone, surviving in solitude until fate brought them together. I watched their journey from their trainee days—at first, they fought to survive, then they learned to share both hardships and joy. Over time, they sacrificed for one another, bound by a love stronger than fear. And in the end, they stood side by side, unshaken, defying the cruelty of the world with unwavering loyalty and an unbreakable bond of friendship.",3,2025-03-24T14:49:26Z,0
@CoulibalyAichaYasmine-r2i,THIS IS SO GOOD I FEEL LIKE RED LIGHT 2.0 🔥✨🎀,1,2025-03-24T14:49:26Z,0
@dakota_girl0424,I cant stop watching this !!! Cant take my eyes of Hyunjin,1,2025-03-24T14:49:22Z,0
@leeknowminho14322,The way they pinned eachother down! The way they hugged each other! the way they held eachother&#39;s hands! The way they looked at eachother! Damn! Damn! DAMNNN!!!,0,2025-03-24T14:49:20Z,0
@leecoral22,Another masterpieces,0,2025-03-24T14:49:18Z,0
@wotb_girl_cz,i don´t know how to explain this but it feels like watching some movie and i love it sm! thanks,0,2025-03-24T14:49:18Z,0
@HomicidalHypersomniac_Stay,"the way the opening sequence is choreographed is so satisfying... the director nailed it... look at them practically be in sync... and the reveal of red is just aaarghhh!! omfg?? at <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=12"">0:12</a>",4,2025-03-24T14:49:16Z,0
@FanTa3826,I am so much speechless right now that I can&#39;t even explain what I felt when watching this ⚰️,0,2025-03-24T14:49:16Z,0
@saranghae_loveyou,WHAT THE FUCK????? 🔥🔥🔥,0,2025-03-24T14:49:15Z,0
@khadijabang1992,are you kidding me !!??? wtf ???? this awsomee 😍😍😍😍😍😍😍😍🫂🫂🫂🫂🫂🫂Christopher🔥🔥🔥,0,2025-03-24T14:49:11Z,0
@DanielaFernandes-p3f,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=59"">0:59</a> red light vibe🔥🔥🔥🫠",0,2025-03-24T14:49:08Z,0
@Anastasia...B...888...,"👍👍👍— great. But, as I wrote earlier, &quot;it&#39;s scary and fascinating.&quot; When watching this clip, there is a fear of my past when we were younger, challenging everyone and everything, life, fate. <br><br>and in general terms, the clip is great, Chan and Hyunjin were in perfect harmony with each other, they are so different, but still as one. ☺☺☺",0,2025-03-24T14:49:07Z,0
@if_someone_care,why am I crying?,1,2025-03-24T14:49:06Z,0
@smi7leee,I want the full movie❤❤❤❤❤❤,0,2025-03-24T14:49:04Z,0
@NazaninRezayi-x9q,I can die for this mv,0,2025-03-24T14:49:04Z,0
@AlbertDura-n9x,I will go listen it to Spotify to<br><br>I think it&#39;s out right?,0,2025-03-24T14:49:03Z,0
@TitanLeto,Even better than I was expecting!!! 🤩,0,2025-03-24T14:49:01Z,0
@mixtar_gee,This is the hottest sound I have heard since I woke up today. Most likely going to be the hottest sound I hear throughout this week too,0,2025-03-24T14:49:01Z,0
@grenas7687,"Seriously, I do not know how my heart did not stop while watching the video",0,2025-03-24T14:49:00Z,0
@XimenaSanz-z6y,I’M SCREAMING THIS IS SO GOOD SO ICONIC THANK YOU BANGCHAN AND HYUNJIN ❤️‍🔥❤️‍🔥❤️‍🔥,0,2025-03-24T14:48:59Z,0
@bite.me_,"I’m absolutely gagged. The camera work, the lighting, the styling, the effects, the chemistry, the storyline, the symbolism, the track, the lyrics… amazing 🎉",0,2025-03-24T14:48:59Z,0
@Hayzz125,Red lights pt.2?? 😂,0,2025-03-24T14:48:59Z,0
@pinkiemertie,Red lights + Wolfgang = Escape,1,2025-03-24T14:48:59Z,0
@Yuliia-d2b,And how they only make more and more mv&#39;s like this? HOW DO I STOP WATCHING IT TELL ME😫🤧❤️ And the   way they both ran to each other just saur gooood❤❤❤,0,2025-03-24T14:48:57Z,0
@CelestialBlue-m5t,That&#39;s too hot. I am blown away,0,2025-03-24T14:48:57Z,0
@truluvizmynethe1st,"First vampires, now werewolves ❤",0,2025-03-24T14:48:56Z,0
@Hanadi-f4o,CRAZZYYYYYYY,0,2025-03-24T14:48:54Z,0
@Celeste_De_Vale,OMLLLLLLLLL IVE BEEN WAITING,0,2025-03-24T14:48:53Z,0
@evelynodettemelendezchavez441,BANG CHAN TE VES INCREÍBLE COMO SIEMPRE,0,2025-03-24T14:48:49Z,0
@StayForever-f4s,"Omg.That was so amazing.That is the literal definition of <a href=""http://slaying.like/"">slaying.Like</a> its so good.They dont deserve all this hate.This group deserved all the possible awards.I love them ❤❤❤.Who are with me",1,2025-03-24T14:48:46Z,0
@stay合,Bangchans&#39;s hug is everything,3,2025-03-24T14:48:45Z,0
@itsNika2009,"The way Bang Chan and Hyunjin hugged each other was so romantic, I&#39;m going crazy!",1,2025-03-24T14:48:45Z,0
@Shahed-d1p,Amazing performance and great chemistry between the two.Freedom and happiness are two meanings that go together in life. I think that&#39;s what the song meant from my point of view.❤,0,2025-03-24T14:48:43Z,0
